Matrix,v2Code,Analyte,Analyte Code,Common Method Name,Extraction reagents/formulation,Extraction Ratio,Extraction Basis,Extraction Time,Analyte Measurement Method,Observation Category,Reporting Unit,UoM Code,QUDT Code,QUDT URI,Citation Organization,Citation,Citation Link,Acceptance,Status,Row Added Date,Row Changed Date,Change Comment,Notes
SOIL,L_MODV2_SOIL_MG_022,magnesium,MG,Mehlich 3,Mehlich 3 (0.2 N CH3COOH + 0.25 N NH4NO3 + 0.013 N HNO3 + 0.015 N NH4F + 0.001 M EDTA),1:10,m/v,5 min,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,"SERA-6, NCERA-13, NECC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass. | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_MG_023,magnesium,MG,Morgan,Morgan (0.72 N NaOAc + 0.52 N CH3COOH),1:05,v/v,15 min,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5.",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass.,
SOIL,L_MODV2_SOIL_MG_024,magnesium,MG,Modified Morgan,Modified Morgan (0.62 N NH4OH + 1.25 N CH3COOH),1:10,m/v,15 min,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5.",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass.,
SOIL,L_MODV2_SOIL_MG_025,magnesium,MG,Nitric Acid,,,,,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,RETIRED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Analyte Measurement Method clarified: ICP → ICP-OES,
SOIL,L_MODV2_SOIL_MG_026,magnesium,MG,Plant Root Simulator,Plant Root Simulator - PRS,Saturated paste,in situ probe,24 hrs,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,MilliGM-PER-M2,http://qudt.org/vocab/unit/MilliGM-PER-M2,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition.",,PROPRIETARY,VALID,2024-11-13T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_027,magnesium,MG,Plant Root Simulator,Plant Root Simulator - PRS,Saturated paste,in situ probe,180 min,ICP-OES,MEASURED,mg/m2,mg1[m2]-1,MilliGM-PER-M2,http://qudt.org/vocab/unit/MilliGM-PER-M2,Western Ag Innovations,"2013.  Ion Supply Rates Using PRS® Probes, pp. 1149-152 in R. O. Miller, R Gavlak and D Horneck, eds. Soil, Plant and Water Reference Methods for the Western Region.  WREP-125, 4th Edition.",,PROPRIETARY,VALID,2024-11-13T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_028,magnesium,MG,Plant Root Simulator,Plant Root Simulator - PRS,Saturated paste,m/v,,ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,,,,EXPERIMENTAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg,
SOIL,L_MODV2_SOIL_MG_029,magnesium,MG,Potassium Chloride,1.0 N KCl,1:10,m/v,,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,,,,EXPERIMENTAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass.,
SOIL,L_MODV2_SOIL_MG_030,magnesium,MG,Saturated paste,"Soil saturated with DI water, subsequent extraction and retained for analysis",Saturated paste,m/m,4 hrs,"ICP-OES, AAS",MEASURED,meq/L,meq1l-1,Needs QUDT Discussion,Needs QUDT Discussion,USDA,"US Salinity Staff, 1954. L.A Richards (ed.) Diagnosis and improvement of saline alkali soils. 160 p.  USDA Handb. 60 US Govt. Print Office, Washington DC.",,OFFICIAL,VALID,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,2026-04-03: Terminology harmonization — cross-matrix consistency pass.,
SOIL,L_MODV2_SOIL_MG_031,magnesium,MG,Truog,"Truog, 0.002 N H2S04 buffered with NH4HS04, pH 3.0",0.180555556,m/v,30 min,ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,,,,PROVISIONAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_MG_032,magnesium,MG,Ammonium Acetate,"1.0 N Ammonium Acetate, pH 7.0",1:10,m/v,5 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,NCERA-13,"North Central Regional Research Publication No. 221 (Revised 2015), Chapter 7, pp 7.1-7.3",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_033,magnesium,MG,Calcium Chloride,0.01 M CaCl2,1:10,m/v,120 min,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,WEPAL,"Houba, V.J.G.; Novozamsky, I.; Lexmond, T.M.; Van der Lee, J.J., 2008.  Applicability of 0.01 M CaCl2 as a single extraction solution for the assessment of the nutrient status of soils and other diagnostic purposes. Communications in Soil Science and Plant Analysis, Volume 21, 1990 - Issue 19-20.",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_034,magnesium,MG,Calculation,Calculation,Calculation,Calculation,Calculation,Calculation,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,PROVISIONAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_035,magnesium,MG,Slurry,Deionized Water,1:20,m/v,,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_036,magnesium,MG,Slurry,Deionized Water,1:05,m/v,,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_037,magnesium,MG,EPA 3050,"EPA 3050 Digestion (HNO3, H2O2), EPA 6010B (ICP-OES)",1:15,m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996.",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,Extraction ratio may vary
SOIL,L_MODV2_SOIL_MG_038,magnesium,MG,EPA 3050A/B,"EPA 3050A/B Digestion (HNO3, HCl), EPA 6010B (ICP-OES)",1:15,m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996.",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,Extraction ratio may vary
SOIL,L_MODV2_SOIL_MG_039,magnesium,MG,EPA 3051A/B,"EPA 3051A/B Microwave Digestion (HNO3, HCl), EPA 6010B (ICP-OES)",1:10,,,,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,US-EPA,,,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_040,magnesium,MG,EPA 3052,"EPA 3052 Microwave Digestion (HNO3, HF), EPA 6010B (ICP-OES)",1:10,,,,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,US-EPA,,,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_041,magnesium,MG,H3A-1,H3A-1 Extractant (H3A-1 0.0024 M citric acid + 0.004 M oxalic acid + 0.004 M malic acid at pH 3.75 ),1:10,m/v,10 min,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,"Haney, R. L., et al. ""Modifications to the new soil extractant H3A-1: A multinutrient extractant."" Communications in soil science and plant analysis 41.12 (2010): 1513-1523.",,PROVISIONAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_042,magnesium,MG,Ion Exchange Resin,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,variable,24 hrs,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,"UniBest, Inc",https://www.unibestinc.com/about,,PROPRIETARY,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_043,magnesium,MG,Ion Exchange Resin,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,m/v,Varies,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,"UniBest, Inc",https://www.unibestinc.com/about,,PROPRIETARY,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_044,magnesium,MG,Lancaster,"Lancaster Extraction (Solution A:0.05 M HCl, Solution B: 1.57 M glacial acetic acid, 0.063 M malonic acid, 0.089 M malic acid, 0.032 M ammonium fluoride, 0.012 M aluminum chloride hexahydrate)",1:05,m/v,"Soil+Solution A, sit for 10 minutes. Add Solution B, shake for 10 minutes",ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.4",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_045,magnesium,MG,Mehlich 1,Mehlich 1 (0.05 M HCl + 0.0125 M H2SO4),1:05,m/v,5 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.2",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_046,magnesium,MG,Mehlich 2,Mehlich 2 (0.2 N CH3COOH + 0.015 N NH4F + 0.2 N NH4Cl + 0.012 N HCl),1:10,m/v,5 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,NCSU,"Mehlich A. 1978. New extractant for soil test evaluation of phosphorus, potassium, magnesium, calcium, sodium, manganese and zinc. Commun Soil Sci Plant Anal 9(6):477-92.",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_047,magnesium,MG,Mehlich 3,Mehlich 3 (0.2 N CH3COOH + 0.25 N NH4NO3 + 0.013 N HNO3 + 0.015 N NH4F + 0.001 M EDTA),1:10,m/v,5 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,"SERA-6, NCERA-13, NECC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_048,magnesium,MG,Morgan,Morgan (0.72 N NaOAc + 0.52 N CH3COOH),1:05,v/v,15 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5.",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_049,magnesium,MG,Modified Morgan,Modified Morgan (0.62 N NH4OH + 1.25 N CH3COOH),1:10,m/v,15 min,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5.",,OFFICIAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_050,magnesium,MG,Plant Root Simulator,Plant Root Simulator - PRS,Saturated paste,m/v,,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_051,magnesium,MG,Potassium Chloride,1.0 N KCl,1:10,m/v,,"ICP-OES, AAS",MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,EXPERIMENTAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MG_052,magnesium,MG,Truog,"Truog, 0.002 N H2S04 buffered with NH4HS04, pH 3.0",0.180555556,m/v,30 min,ICP-OES,MEASURED,%,prcnt,PERCENT,http://qudt.org/vocab/unit/PERCENT,,,,PROVISIONAL,CANDIDATE,2026-04-02T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MGINDEX_001,magnesium index,MGINDEX,Mehlich 3,,,,,Calculation,CALCULATION,,none,UNITLESS,Needs QUDT Discussion,,,,EXPERIMENTAL,RETIRED,2024-11-13T12:00:00Z,,,
SOIL,L_MODV2_SOIL_MN_001,manganese,MN,Calcium Chloride,0.01 M CaCl2,1:10,m/v,120 min,ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,WEPAL,"Houba, V.J.G.; Novozamsky, I.; Lexmond, T.M.; Van der Lee, J.J., 2008.  Applicability of 0.01 M CaCl2 as a single extraction solution for the assessment of the nutrient status of soils and other diagnostic purposes. Communications in Soil Science and Plant Analysis, Volume 21, 1990 - Issue 19-20.",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg,
SOIL,L_MODV2_SOIL_MN_002,manganese,MN,DTPA,"DTPA (0.005 M DTPA, 0.01 M CaCl2 and 0.10 M Triethanolamine adjusted to pH 7.3)",1:02,m/v,120 min,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,"WERA-103, SERA 6","Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013, WERA-103. Method S-6.10",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass.,
SOIL,L_MODV2_SOIL_MN_003,manganese,MN,DTPA-Sorbitol,"DTPA-Sorbitol (0.005 M DTPA, 0.01 M CaCl2  and 0.10 M Triethanolamine and 0.20 M of Sorbitol, adjusted to pH 7.3 and .)",1:02,m/v,120 min,ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,"WERA-103, SERA 6","Soil, Plant and Water Reference Methods for the Western Region, 4th Edition, 2013, WERA-103. Method S-6.12",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_MN_004,manganese,MN,EDTA,EDTA (0.04 M EDTA),01:02.5,m/v,120 min,AAS,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,NZJAR,"R. G. McLaren , R. S. Swift & B. F. Quin (1984) EDTA-extractable copper, zinc, and manganese in soils of the Canterbury Plains, New Zealand Journal of Agricultural Research",,PROVISIONAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg,
SOIL,L_MODV2_SOIL_MN_005,manganese,MN,EPA 3050,"EPA 3050 Digestion (HNO3, H2O2), EPA 6010B (ICP-OES)",1:15,m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996.",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,"Mass-per-mass/ppm harmonization to percent; was mg/kg; Reagent abbreviation: ""EPA 3050 Digestion (Nitric Acid, Hydroge"" → ""EPA 3050 Digestion (HNO3, H2O2), EPA 601"" | 2026-04-03: Final audit fixes applied",Extraction ratio may vary
SOIL,L_MODV2_SOIL_MN_006,manganese,MN,EPA 3050A/B,"EPA 3050A/B Digestion (HNO3, HCl), EPA 6010B (ICP-OES)",1:15,m/v,"Heat to 95C, reflux for 15 minutes, cool, then add 5 mL HNO3 and reflux for 30 minutes. Repeat last step as required.",ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,US-EPA,"U.S. EPA. 1996. “Method 3050B: Acid Digestion of Sediments, Sludges, and Soils,” Revision 2. Washington, DC. / EPA Method 3050B (SW-846): Acid Digestion of Sediments, Sludges, and Soils, 1996.",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,"Mass-per-mass/ppm harmonization to percent; was mg/kg; Reagent abbreviation: ""EPA 3050A/B Digestion (Nitric Acid, Hydr"" → ""EPA 3050A/B Digestion (HNO3, HCl), EPA 6"" | 2026-04-03: Final audit fixes applied",Extraction ratio may vary
SOIL,L_MODV2_SOIL_MN_007,manganese,MN,EPA 3051A/B,"EPA 3051A/B Microwave Digestion (HNO3, HCl), EPA 6010B (ICP-OES)",1:10,,,,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,US-EPA,,,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,"Mass-per-mass/ppm harmonization to percent; was mg/kg; Reagent abbreviation: ""EPA 3051A/B Microwave Digestion (Nitric "" → ""EPA 3051A/B Microwave Digestion (HNO3, H""",
SOIL,L_MODV2_SOIL_MN_008,manganese,MN,EPA 3052,"EPA 3052 Microwave Digestion (HNO3, HF), EPA 6010B (ICP-OES)",1:10,,,,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,US-EPA,,,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,"Mass-per-mass/ppm harmonization to percent; was mg/kg; Reagent abbreviation: ""EPA 3052 MIcrowave Digestion (Nitric Aci"" → ""EPA 3052 Microwave Digestion (HNO3, HF),""",
SOIL,L_MODV2_SOIL_MN_009,manganese,MN,Hydrochloric Acid,0.1 M HCl,1:04,m/v,30 min,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,"NCERA-13, NECC-1812","North Central Regional Research Publication No. 221 (Revised 2015), Chapter 9, pp 9.2-9.3",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass. | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_MN_010,manganese,MN,Ion Exchange Resin,Resin Extraction - Unibest (0.5 M HCl),Saturated paste,in situ capsule,"4 days, 1 hour acid leaching",ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,"UniBest, Inc",https://www.unibestinc.com/about,,PROPRIETARY,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg,
SOIL,L_MODV2_SOIL_MN_011,manganese,MN,Lancaster,"Lancaster Extraction (Solution A:0.05 M HCl, Solution B: 1.57 M glacial acetic acid, 0.063 M malonic acid, 0.089 M malic acid, 0.032 M ammonium fluoride, 0.012 M aluminum chloride hexahydrate)",1:05,m/v,"Soil+Solution A, sit for 10 minutes. Add Solution B, shake for 10 minutes",ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.4",,PROVISIONAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg,
SOIL,L_MODV2_SOIL_MN_012,manganese,MN,Mehlich 1,Mehlich 1 (0.05 M HCl + 0.0125 M H2SO4),1:05,m/v,5 min,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.2",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass.,
SOIL,L_MODV2_SOIL_MN_013,manganese,MN,Mehlich 2,Mehlich 2 (0.2 N CH3COOH + 0.015 N NH4F + 0.2 N NH4Cl + 0.012 N HCl),1:10,m/v,5 min,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,NCSU,"Mehlich A. 1978. New extractant for soil test evaluation of phosphorus, potassium, magnesium, calcium, sodium, manganese and zinc. Commun Soil Sci Plant Anal 9(6):477-92.",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass. | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_MN_014,manganese,MN,Mehlich 3,Mehlich 3 (0.2 N CH3COOH + 0.25 N NH4NO3 + 0.013 N HNO3 + 0.015 N NH4F + 0.001 M EDTA),1:10,v/v,5 min,"ICP-OES, AAS",MEASURED,mg/L,mg1L-1,MilliGM-PER-L,http://qudt.org/vocab/unit/MilliGM-PER-L,SERA-6,"Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3",,OFFICIAL,VALID,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,2026-04-03: Terminology harmonization — cross-matrix consistency pass. | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_MN_015,manganese,MN,Mehlich 3,Mehlich 3 (0.2 N CH3COOH + 0.25 N NH4NO3 + 0.013 N HNO3 + 0.015 N NH4F + 0.001 M EDTA),1:10,m/v,5 min,"ICP-OES, AAS",MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,"SERA-6, NCERA-13, NECC-1812","Soil Test Methods From the Southeastern United States, SERA-IEG-6, 2014, Chapter 4.3",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-03T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg | 2026-04-03: Terminology harmonization — cross-matrix consistency pass. | 2026-04-03: Terminology and chemical naming standardization pass.,
SOIL,L_MODV2_SOIL_MN_016,manganese,MN,Morgan,Morgan (0.72 N NaOAc + 0.52 N CH3COOH),1:05,v/v,15 min,Spectrophotometric,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5.",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg,
SOIL,L_MODV2_SOIL_MN_017,manganese,MN,Modified Morgan,Modified Morgan (0.62 N NH4OH + 1.25 N CH3COOH),1:10,m/v,15 min,ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,NECC-1812,"Recommended Soil Testing Procedures for the Northeastern United States, NECC-1812 Publication No. 493, 3rd Edition, 2011, Chapter 5.",,OFFICIAL,SUPERSEDED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Mass-per-mass/ppm harmonization to percent; was mg/kg,
SOIL,L_MODV2_SOIL_MN_018,manganese,MN,Nitric Acid,,,,,ICP-OES,MEASURED,mg/kg,mg1kg-1,MilliGM-PER-KiloGM,http://qudt.org/vocab/unit/MilliGM-PER-KiloGM,,,,EXPERIMENTAL,RETIRED,2024-11-13T12:00:00Z,2026-04-02T12:00:00Z,Analyte Measurement Method clarified: ICP → ICP-OES,
